GifID,GIF URL,VIEWS,RATING,ULD,ULM,ULY,ULT,TRD,TRM,TRY,TRT,TAGS
Zv9gxl4tv8yr33yxtw,https://giphy.com/gifs/hyperrpg-game-reaction-Zv9gxl4tv8yr33yxtw,871852,g,20,2,2018,05:51:09,1,1,2000,00:00:00,game|reaction|what|reactions|live|confused|twitch|rpg|action|internet|online|head|power|nerd|geek|react|big|and|dnd|go|nerds|d&d|nerdy|really|geeky|geeks|emotion|hyperrpg|battle|paper|hyper|dice|stream|tabletop|kaiju|emotions|roll|die|roleplaying|power rangers|rolling|role playing|master|wut|force|bite|morph|gm|dm|streaming|pen|interweb|rangers|dungeon|zac|dazed|mecha|lip|actions|morphing|even|ranger|cant|dungeon master|saban|mech|puzzled|lim|go go|hyperforce|hyper force|can't|baffled|bewildered|tilt|eubank|befuddled|zaceubank|roleplayer|arentweclever|megazord|dungeonmaster|pen and paper|sabans|gamemaster|zordon|perplexed|saban's|zord|zords|thunderzord|malika lim|malika|hello_malika|hellomalika|stumped|GIF|Animated GIF
pG0t5r2kDWWmp6dOx7,https://giphy.com/gifs/hyperrpg-game-twitch-pG0t5r2kDWWmp6dOx7,869316,g,25,2,2018,19:27:24,1,1,2000,00:00:00,game|reaction|meme|no|angry|reactions|face|eyes|shocked|twitch|nope|rpg|upset|nerd|geek|eye|god|surprised|big|dnd|hyper rpg|it|nerds|d&d|nerdy|geeky|geeks|emotion|hyperrpg|damn|drive|facepalm|hyper|bug|oh no|broken|no way|emotions|roleplaying|hyper_rpg|never|role playing|furious|trivia|zac|face palm|palm|broke|negative|hops|zac eubank|dang|eubank|hyper drive|hyperdrive|absolutely not|unamused|zaceubank|brake|arentweclever|not at all|negatory|nauh|trivia hops|braken|GIF|Animated GIF
MXmpExTbgdo0XBqTX6,https://giphy.com/gifs/hyperrpg-game-reaction-MXmpExTbgdo0XBqTX6,865042,g,27,3,2018,02:06:37,1,1,2000,00:00:00,game|reaction|no|sad|reactions|live|red|crying|scared|shocked|twitch|surprise|nope|rpg|action|internet|cry|online|power|nerd|geek|shock|scream|surprised|react|big|and|dnd|gross|go|nerds|d&d|nerdy|geeky|geeks|emotion|hyperrpg|hate|pain|battle|fear|paper|tears|screaming|nervous|hyper|dice|stream|tabletop|kaiju|hurt|depressed|no way|emotions|not|roll|die|roleplaying|power rangers|never|yelling|rolling|role playing|want|force|peter|do|morph|streaming|yell|afraid|disgusted|pen|stressed|disgust|interweb|rangers|tear|do not want|grid|anxious|concerned|sobbing|terrified|mecha|dislike|actions|heartbroken|negative|morphing|ranger|startled|leonard|saban|howl|mech|painful|go go|hyperforce|hyper force|melancholy|marvin|tense|fearful|absolutely not|panicked|red ranger|nix|roleplayer|timid|somber|megazord|not at all|pen and paper|negatory|nauh|marv|shattered|sabans|zordon|screech|saban's|zord|zords|sad panda|thunderzord|tearful|peter sudarso|discomfort|shriek|petersadrian|wail|wailing|shrieking|sudarso|shih|shatteredgrid|marv shih|marvin shih|shattered grid|ache agony|GIF|Animated GIF
i3nXY0GCUO2sIwaq7V,https://giphy.com/gifs/hyperrpg-game-reaction-i3nXY0GCUO2sIwaq7V,862956,g,4,4,2018,02:21:08,1,1,2000,00:00:00,game|reaction|cool|reactions|live|confused|twitch|rpg|like|internet|online|head|nerd|geek|big|dnd|great|hyper rpg|nerds|d&d|nerdy|geeky|geeks|emotion|hyperrpg|story|data|hyper|f|stream|good job|emotions|roleplaying|hyper_rpg|bro|role playing|sarcasm|deal|sarcastic|gm|unimpressed|rogue|improv|interweb|well done|confusion|fantastic|dungeon|game master|inc|conspiracy|ceo|zac|dazed|volunteer|roguelike|overlord|not impressed|dungeon master|not amused|medication|flustered|puzzled|cool story bro|analyst|rogue like|incorporated|compliant|zac eubank|baffled|bewildered|roguelike01|brah|eubank|befuddled|zaceubank|bfd|arentweclever|ceooverlord|ceo overlord|oversnort|big fing deal|GIF|Animated GIF
8Ff4s9SMVjKr2nCF6C,https://giphy.com/gifs/hyperrpg-game-funny-8Ff4s9SMVjKr2nCF6C,861611,g,21,4,2018,00:42:08,1,1,2000,00:00:00,game|funny|reaction|comedy|horror|cool|reactions|creepy|scary|twitch|rpg|house|nerd|geek|silly|dnd|the|you|spooky|hyper rpg|stupid|sassy|hilarious|nerds|d&d|nerdy|geeky|geeks|joke|hyperrpg|story|real|3|terror|hyper|burn|troll|idiot|dumb|roleplaying|hyper_rpg|bro|role playing|attitude|ten|sass|10|gm|unimpressed|three|candles|trolls|game master|ceo|cheeky|spoopy|zac|are|overlord|volume|roast|dungeon master|not amused|cool story bro|anthology|abandon thread|zac eubank|brah|eubank|10 candles|10candles|tencandles|youre|zaceubank|arentweclever|tude|ceo overlord|ceooverlord|oversnort|the house|volume 3|volume three|youre real dumb|you are real dumb|GIF|Animated GIF
QgkNhKqFGKrY0JPXur,https://giphy.com/gifs/hyperrpg-game-reaction-QgkNhKqFGKrY0JPXur,859365,g,5,6,2018,05:38:36,1,1,2000,00:00:00,game|happy|reaction|party|smile|excited|reactions|celebration|beer|mrw|shocked|twitch|celebrate|rpg|drunk|good|awesome|yay|nerd|geek|rose|team|joy|dnd|bunny|smiling|great|rabbit|hyper rpg|alcohol|nerds|d&d|nerdy|geeky|unicorn|geeks|hyperrpg|matt|job|hyper|jessica|good job|roleplaying|hyper_rpg|content|role playing|gm|teamwork|michelle|grin|booze|shocking|emily|fantastic|amused|game master|cheerful|joyful|impressive|ceo|trivia|zac|roman|partying|erin|shiba|overlord|delighted|entertained|chubby|grinning|dungeon master|hops|zac eubank|onesie|eubank|kigurumi|emily rose|zaceubank|verdi|nguyen|shyguyexpress|matt acevedo|acevedo|ceooverlord|ceo overlord|oversnort|trivial|jessica lynn verdi|jessicaverdi|frankly|triviahops|frankly_emily|franklyemily|iamchubbybunny|michelle nguyen|fitzgerald|teamshiba|team shiba|team unicorn|mandie|teamunicorn|team rabbit|michelle chubby bunny|teamrabbit|mandie roman|geekyglamorous|erin fitzgerald|erinfitzgerald|subdance|GIF|Animated GIF
SHP7yFtG3zNf03KgxB,https://giphy.com/gifs/hyperrpg-game-love-SHP7yFtG3zNf03KgxB,850826,g,28,3,2018,03:06:23,1,1,2000,00:00:00,game|love|cute|happy|reaction|meme|star wars|youtube|excited|reactions|heart|live|star|memes|twitch|hug|queen|beautiful|rpg|action|adorable|internet|online|nerd|geek|player|joy|and|smiling|empire|hyper rpg|pet|nerds|d&d|nerdy|geeky|geeks|emotion|hyperrpg|wars|hyper|stream|emotions|roleplaying|hyper_rpg|content|emma|awww|role playing|loving|bat|rebels|luv|hugging|fluffy|the last jedi|nation|affection|pencils and parsecs|cuddle|interweb|amused|pnp|cheerful|joyful|rebellion|pencilsandparsecs|edge of the empire|actions|scum|pencils|delighted|entertained|hart|villainy|eyelashes|smugglers|last jedi|parsecs|pnp01|porg|fey|cuddling|cuddly|emma fyffe|cuddles|emmafyffe|devotion|affectionate|porgs|fyffe|kylara|wuv|eyelash|kylara fey|porgnation|porg nation|bat eyelashes|porg queen|porgqueen|GIF|Animated GIF
2UHbuFXHodVr5fpJhH,https://giphy.com/gifs/hyperrpg-game-reaction-2UHbuFXHodVr5fpJhH,849049,g,9,4,2018,03:22:44,1,1,2000,00:00:00,game|cute|reaction|sexy|horror|hot|reactions|creepy|scary|twitch|beautiful|rpg|wink|action|adorable|nerd|geek|dnd|the|spooky|hyper rpg|2|nerds|d&d|nerdy|handsome|geeky|geeks|hyperrpg|blink|dating|flirt|date|flirting|terror|hyper|roleplaying|hyper_rpg|role playing|ten|on|blinking|10|gm|candles|two|town|winking|game master|ceo|spoopy|zac|actions|overlord|volume|dungeon master|charm|seduce|anthology|zac eubank|hawt|turned|eubank|aroused|10 candles|tencandles|10candles|turned on|zaceubank|arentweclever|ceooverlord|ceo overlord|oversnort|the town|volume two|GIF|Animated GIF
ksbGgRheZTRUb3Xecd,https://giphy.com/gifs/hyperrpg-game-reaction-ksbGgRheZTRUb3Xecd,849004,g,25,6,2018,03:38:55,1,1,2000,00:00:00,game|reaction|horror|reactions|mrw|creepy|scary|twitch|zombie|rpg|a|zombies|nerd|me|geek|player|dnd|the|you|spooky|hyper rpg|it|nerds|d&d|nerdy|with|geeky|geeks|deal with it|hyperrpg|finger|point|terror|hyper|mike|roleplaying|hyper_rpg|bro|proud|pointing|come|role playing|at|ten|deal|10|confident|candles|spoopy|come at me bro|bold|volume|satisfied|cocky|come at me|anthology|brah|10 candles|tencandles|10candles|you are|finger point|self-assured|finger pointing|ginn|mike ginn|mikeginn|affected|you the man|fingerpoint|you da man|the affected|volume a|youtheman|fingerpointing|GIF|Animated GIF
3gXTlbPKC2KLJUnlJr,https://giphy.com/gifs/hyperrpg-game-love-3gXTlbPKC2KLJUnlJr,848438,g,11,5,2018,02:13:39,1,1,2000,00:00:00,game|love|happy|reaction|party|meme|excited|reactions|heart|live|celebration|test|money|memes|twitch|celebrate|rpg|like|internet|online|nerd|geek|player|joy|dnd|hyper rpg|it|nerds|d&d|nerdy|with|geeky|geeks|deal with it|hyperrpg|data|make|hyper|jessica|stream|yo|roleplaying|cash|hyper_rpg|content|bro|proud|role playing|loving|deal|luv|make it rain|rogue|confident|affection|improv|interweb|raining|amused|dungeon|making|cheerful|inc|joyful|conspiracy|dollar|partying|volunteer|roguelike|bold|delighted|entertained|hart|satisfied|cocky|medication|analyst|rogue like|incorporated|compliant|subject|roguelike01|brah|devotion|affectionate|wuv|verdi|thumper|self-assured|jessica lynn verdi|jessicaverdi|dollar bills|gloat|gloating|dolla|dolla bills|thumper pride|thumper army|thumperarmy|GIF|Animated GIF
xT9IgnQ9h6diNxDmgg,https://giphy.com/gifs/hyperrpg-player-badass-xT9IgnQ9h6diNxDmgg,844311,g,12,9,2017,23:40:50,1,1,2000,00:00:00,rpg|player|hyper rpg|badass|pencils and parsecs|crack|pnp|canon|assassin|pencilsandparsecs|edge of the empire|knuckles|bad ass|kym canon|kymcanon|aio|aio corvica|star wars rpg|kym|corvica|if looks could kill|fantasy flight|GIF|Animated GIF
xksA49YflggV9gETVY,https://giphy.com/gifs/hyperrpg-game-reaction-xksA49YflggV9gETVY,844227,g,2,7,2018,22:58:37,1,1,2000,00:00:00,game|funny|reaction|cartoon|reactions|mrw|twitch|rpg|nerd|geek|rose|silly|dnd|hyper rpg|nerds|d&d|nerdy|idk|geeky|geeks|joke|hyperrpg|shrug|i|hyper|roleplaying|hyper_rpg|role playing|know|dont|maybe|emily|i dont know|toon|shrugging|scooby|scooby-doo|sorta|emily rose|velma|where are you|doo|jacobson|frankly|shucks|scoobydoo|frankly_emily|franklyemily|emily jacobson|velma dinkley|scoobydoorpg|shuck|mayb|what are you going to do|dinkley|whatcha gonna do|oh shucks|ohshucks|GIF|Animated GIF
celii7i9UMbW1uG41B,https://giphy.com/gifs/hyperrpg-game-love-celii7i9UMbW1uG41B,838600,g,3,4,2018,04:20:52,1,1,2000,00:00:00,game|love|cute|happy|reaction|meme|comedy|hot|youtube|cartoon|excited|wow|reactions|heart|live|black|eyes|memes|shocked|twitch|beautiful|rpg|good|adorable|internet|awesome|online|yay|power|nerd|geek|eye|react|joy|big|and|dnd|great|go|nerds|d&d|nerdy|handsome|geeky|geeks|emotion|hyperrpg|battle|dating|paper|job|shake|flirt|date|hyper|dice|stream|tabletop|kaiju|good job|emotions|roll|die|roleplaying|content|power rangers|woah|rolling|awww|role playing|shook|loving|force|on|luv|eddie|morph|streaming|affection|pen|interweb|rangers|shocking|fantastic|amused|cheerful|joyful|impressive|edward|banks|mecha|delighted|entertained|morphing|ranger|hart|saban|mech|charm|big eyes|go go|hyperforce|hyper force|hawt|turned|aroused|devotion|affectionate|turned on|wuv|roleplayer|megazord|pen and paper|sabans|zordon|saban's|zord|zords|blue ranger|thunderzord|shaken|blacknerd|shooked|andre meadows|black nerd|edward banks|eddie banks xxv|eddie banks|edward banks xxv|cartoon eyes|GIF|Animated GIF
5eF85oDHJjws8HxFIr,https://giphy.com/gifs/hyperrpg-game-reaction-5eF85oDHJjws8HxFIr,836931,g,25,3,2018,21:20:35,1,1,2000,00:00:00,game|happy|reaction|party|horror|excited|reactions|celebration|creepy|scary|shocked|twitch|surprise|celebrate|1|rpg|good|awesome|yay|nerd|me|geek|surprised|player|joy|dnd|the|great|spooky|hyper rpg|it|nerds|d&d|nerdy|with|geeky|geeks|emotion|one|deal with it|hyperrpg|feels|job|terror|hyper|good job|emotions|mike|roleplaying|hyper_rpg|content|bro|proud|come|feel|role playing|at|ten|deal|woods|10|confident|candles|critical|shocking|so|fantastic|amused|cheerful|joyful|impressive|spoopy|partying|come at me bro|bold|delighted|entertained|volume|satisfied|startled|cocky|come at me|anthology|brah|10 candles|10candles|tencandles|self-assured|feels good|gloat|gloating|the woods|crit|ginn|mike ginn|feel so good|mikeginn|feels so good|GIF|Animated GIF
20x6pQJVqK1Ju3OfKM,https://giphy.com/gifs/hyperrpg-game-love-20x6pQJVqK1Ju3OfKM,833120,g,23,2,2018,04:17:37,1,1,2000,00:00:00,game|love|cute|happy|reaction|hot|excited|reactions|live|test|twitch|rpg|like|adorable|internet|online|nerd|geek|player|dnd|please|hyper rpg|nerds|d&d|nerdy|geeky|geeks|yas|emotion|hyperrpg|flirt|date|data|flirting|hyper|stream|emotions|roleplaying|hyper_rpg|role playing|shook|yep|thirsty|rogue|improv|yass|interweb|blush|dungeon|yasss|inc|conspiracy|dani|volunteer|roguelike|medication|charm|seduce|analyst|rogue like|incorporated|compliant|hawt|subject|fernandez|momma|dani fernandez|msdanifernandez|allure|attracted|fascinated|seduced|GIF|Animated GIF
bqOPfoitMC1mhse6xi,https://giphy.com/gifs/hyperrpg-game-cute-bqOPfoitMC1mhse6xi,831782,g,10,8,2018,04:39:14,1,1,2000,00:00:00,game|cute|reaction|meme|hot|reactions|live|hello|mrw|hi|memes|twitch|beautiful|rpg|like|swag|adorable|internet|online|hey|nerd|geek|dnd|peace|hyper rpg|2|nerds|d&d|nerdy|crush|handsome|geeky|geeks|hyperrpg|dating|flirt|date|data|flirting|hyper|stream|hola|yo|roleplaying|hyper_rpg|awww|role playing|greetings|on|in love|sup|greeting|rogue|improv|two|interweb|dungeon|inc|conspiracy|volunteer|roguelike|swagger|medication|charm|peace sign|how you doin|analyst|rogue like|incorporated|howdy|compliant|hawt|crushing|turned|roguelike01|aroused|greet|turned on|deuce|swipe right|deuces|steal yo girl|how you doing|steal your girl|dael|kingsmill|dael kingsmill|peacesign|dailydael|GIF|Animated GIF
pHYLxEA8LOK2hGZ173,https://giphy.com/gifs/hyperrpg-game-reaction-pHYLxEA8LOK2hGZ173,830690,g,14,6,2018,02:35:37,1,1,2000,00:00:00,game|cute|reaction|party|friends|yes|excited|wow|reactions|live|celebration|mrw|shocked|twitch|celebrate|amazing|rpg|good|like|adorable|internet|awesome|online|nerd|okay|geek|shock|dnd|friend|great|hyper rpg|nerds|d&d|nerdy|geeky|geeks|yas|hyperrpg|job|data|hyper|stream|good job|true|nod|agree|roleplaying|hyper_rpg|woah|awww|role playing|fine|puppet|champion|check|si|yep|muppets|amazed|rogue|improv|interweb|shocking|fantastic|puppets|dungeon|yasss|inc|conspiracy|impressive|yea|partying|volunteer|roguelike|agreed|cucumber|perception|belt|medication|muppet|analyst|rogue like|incorporated|compliant|chunk|roguelike01|affirmative|felted friends|concur|gloat|cucumberlives|gloating|felted|chunkerrific|screen junkies|fabricated americans|screenjunkies|movie fights|belted|belted friends|belted buddies|high score champion|movie fights champion|GIF|Animated GIF
nmm1ig5onpwYPJmZ6M,https://giphy.com/gifs/hyperrpg-game-fail-nmm1ig5onpwYPJmZ6M,830645,g,19,2,2018,23:51:55,1,1,2000,00:00:00,game|love|meme|fail|reactions|confused|memes|shocked|twitch|rpg|action|nerd|geek|ghost|monday|dnd|epic|hyper rpg|falling|nerds|d&d|nerdy|geeky|geeks|oops|hyperrpg|matt|of|hyper|jessica|oh no|chair|cookie|emotions|roleplaying|hyper_rpg|ryan|miss|role playing|lucas|to|embarrassed|haunted|feeling|whoops|fog|failure|actions|curse|boredom|chairs|board game|missed|eubank|unlucky|verdi|card game|shyguyexpress|matt acevedo|acevedo|haunt|jessica lynn verdi|jessicaverdi|cursed|lucas eubank|lucaseuspank|ryan schapals|ryanschapals|GIF|Animated GIF
43MdVtFM9M67Vm5TNt,https://giphy.com/gifs/hyperrpg-game-reaction-43MdVtFM9M67Vm5TNt,829069,g,18,6,2018,03:38:30,1,1,2000,00:00:00,game|reaction|horror|sad|reactions|mrw|crying|creepy|scary|twitch|zombie|rpg|a|cry|zombies|dead|nerd|geek|player|dnd|the|spooky|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|tears|terror|hyper|depressed|mike|die|roleplaying|disappointed|hyper_rpg|role playing|ten|10|hide|embarrassed|hiding|candles|tear|sobbing|spoopy|heartbroken|volume|quit|sob|give up|ashamed|flustered|ded|sorrow|anthology|disappoint|melancholy|10 candles|10candles|tencandles|somber|sad panda|tearful|ginn|mike ginn|mikeginn|giveup|affected|volume a|the affected|GIF|Animated GIF
2lYdwJqsUJIoLecPWg,https://giphy.com/gifs/hyperrpg-game-love-2lYdwJqsUJIoLecPWg,828054,g,26,5,2018,18:22:04,1,1,2000,00:00:00,game|love|cute|reaction|friends|horror|reactions|heart|creepy|scary|twitch|rpg|like|adorable|nerd|geek|dnd|friend|spooky|hyper rpg|friendship|nerds|d&d|nerdy|geeky|unicorn|geeks|hyperrpg|legend|drive|terror|hyper|roleplaying|hyper_rpg|awww|role playing|loving|puppet|greetings|ten|luv|greeting|10|teamwork|muppets|affection|candles|cuddle|last|soft|puppets|spoopy|comfort|hart|muppet|cuddles|anthology|chunk|hyper drive|hyperdrive|10 candles|devotion|10candles|tencandles|affectionate|wuv|comforting|felted friends|felted|chunkerrific|love & friendship|fabricated americans|last unicorn|lastunicorn|do you want to cuddle|GIF|Animated GIF
khtrwBZJuRezbAaAVZ,https://giphy.com/gifs/hyperrpg-twitch-hyper-rpg-khtrwBZJuRezbAaAVZ,827478,g,23,7,2018,02:03:25,1,1,2000,00:00:00,game|cute|reaction|meme|horror|excited|wow|reactions|mrw|creepy|scary|memes|shocked|twitch|amazing|rpg|good|swag|adorable|awesome|nerd|me|geek|shock|player|dnd|sunglasses|glasses|fly|great|dope|spooky|hyper rpg|it|nerds|d&d|nerdy|with|geeky|geeks|deal with it|hyperrpg|terror|hyper|roleplaying|hyper_rpg|bro|proud|woah|come|awww|role playing|c|at|ten|deal|10|amazed|confident|candles|6|shocking|fantastic|impressive|six|spoopy|excellent|come at me bro|bold|swagger|volume|satisfied|cocky|come at me|anthology|brah|10 candles|10candles|tencandles|department|self-assured|closetheloop|synchroneity|close the loop|markeia mccarty|mccarty|markeiamccarty|markeia|department c|volume 6|volume six|dope af|fly af|flyaf|GIF|Animated GIF
2vlhVqWnnqdLoWW5Bc,https://giphy.com/gifs/hyperrpg-game-funny-2vlhVqWnnqdLoWW5Bc,823253,g,20,3,2018,03:50:52,1,1,2000,00:00:00,game|funny|happy|reaction|meme|comedy|youtube|excited|cool|reactions|live|black|memes|twitch|rpg|internet|online|power|nerd|me|geek|silly|react|joy|big|and|dnd|go|it|hilarious|nerds|d&d|nerdy|with|geeky|geeks|emotion|joke|deal with it|hyperrpg|battle|story|paper|hyper|dice|f|stream|tabletop|kaiju|burn|emotions|roll|die|roleplaying|content|bro|proud|power rangers|come|rolling|role playing|force|at|deal|eddie|morph|streaming|unimpressed|confident|pen|interweb|rangers|amused|grid|cheerful|joyful|rookie|pleased|edward|banks|mecha|come at me bro|bold|noob|delighted|entertained|morphing|ranger|not impressed|try again|satisfied|amateur|cocky|roast|saban|mech|not amused|come at me|cool story bro|go go|hyperforce|hyper force|brah|bfd|roleplayer|megazord|pen and paper|shattered|sabans|zordon|self-assured|saban's|zord|zords|big fing deal|blue ranger|thunderzord|blacknerd|andre meadows|black nerd|shatteredgrid|shattered grid|eddie banks xxv|eddie banks|edward banks xxv|edward banks|newb|noobie|GIF|Animated GIF
830FvglxTMOChIXYqS,https://giphy.com/gifs/hyperrpg-game-reaction-830FvglxTMOChIXYqS,823012,pg,4,3,2018,19:35:35,1,1,2000,00:00:00,game|happy|reaction|movie|smile|no|yes|youtube|excited|wow|reactions|live|celebration|black|marvel|shocked|twitch|celebrate|rpg|good|action|internet|awesome|online|nerd|okay|geek|comics|oh|joy|dnd|smiling|great|hyper rpg|comic|nerds|d&d|nerdy|geeky|geeks|yas|emotion|hyperrpg|hero|job|cheer|forever|hyper|oh no|stream|superhero|good job|true|emotions|cheering|nod|agree|roleplaying|hyper_rpg|content|woah|role playing|black panther|mcu|fine|si|yep|interweb|grin|shocking|fantastic|amused|cheerful|yasss|joyful|panthers|impressive|yea|panther|actions|agreed|delighted|entertained|grinning|blackpanther|oh yes|affirmative|wakanda forever|concur|vibranium|celebrated|akeem|geekheavy|akeem lawanson|lawanson|GIF|Animated GIF
2aSnmfOMp5K2Sn49v1,https://giphy.com/gifs/hyperrpg-game-reaction-2aSnmfOMp5K2Sn49v1,820141,g,2,4,2018,03:34:31,1,1,2000,00:00:00,game|reaction|meme|horror|cool|reactions|creepy|scary|memes|twitch|rpg|nerd|geek|eye|player|dnd|the|gross|spooky|hyper rpg|sassy|2|nerds|d&d|nerdy|geeky|geeks|emotion|d|eye roll|hyperrpg|story|terror|of|hyper|emotions|not|roll|roleplaying|disappointed|hyper_rpg|bro|eyeroll|rolling|role playing|want|attitude|ten|sarcasm|sass|do|sarcastic|10|unimpressed|disgusted|candles|disgust|fml|two|town|do not want|suspicious|eww|cheeky|spoopy|course|dislike|volume|not amused|of course|cool story bro|anthology|brah|10 candles|10candles|tencandles|not really|good idea|tude|the town|markeia mccarty|mccarty|markeiamccarty|markeia|great idea|of course you have|GIF|Animated GIF
m9QBOVNbZZP8EooTu5,https://giphy.com/gifs/hyperrpg-game-reaction-m9QBOVNbZZP8EooTu5,815462,g,4,3,2018,19:21:14,1,1,2000,00:00:00,game|reaction|movie|youtube|reactions|live|black|marvel|confused|twitch|bye|rpg|action|internet|online|nerd|geek|comics|dnd|you|gross|hyper rpg|comic|nerds|d&d|nerdy|goodbye|geeky|geeks|emotion|hyperrpg|hero|frustrated|forever|hyper|stream|superhero|emotions|not|roleplaying|hyper_rpg|see|role playing|black panther|mcu|want|do|salute|ya|disgusted|disgust|interweb|do not want|confusion|panthers|adios|later|dazed|panther|dislike|actions|wakanda|blackpanther|puzzled|abandon thread|baffled|bewildered|befuddled|fluster|wakanda forever|laters|vibranium|GIF|Animated GIF
l0MYtRaErrUB8BYEE,https://giphy.com/gifs/hyperrpg-rabbit-universe-valiant-l0MYtRaErrUB8BYEE,810654,g,23,8,2016,02:47:47,1,1,2000,00:00:00,game|laugh|rpg|universe|rabbit|hyper rpg|hyperrpg|roleplaying|overlord|vanquished|zac eubank|valiant|alara|not really|zaceubank|livia|terra clarke olsen|arida|overgm|lizzie b|detective cross|rosslyn|bolden|scott spicoli|aljernon|hiding laughter|GIF|Animated GIF
3FeBbyz9OTswWTZawG,https://giphy.com/gifs/hyperrpg-game-funny-3FeBbyz9OTswWTZawG,806514,g,20,3,2018,04:12:43,1,1,2000,00:00:00,game|funny|reaction|comedy|cool|reactions|live|twitch|rpg|internet|online|power|nerd|geek|silly|react|player|big|and|dnd|old|boom|chill|go|sassy|comic|hilarious|nerds|d&d|nerdy|geeky|geeks|michael|joke|hyperrpg|battle|story|paper|rapper|hyper|dice|kyle|stream|tabletop|kaiju|catch|roll|die|roleplaying|pumpkin|bro|power rangers|rolling|role playing|attitude|force|sass|remember|morph|streaming|unimpressed|pen|interweb|rangers|amused|grid|cheeky|writer|mecha|negative|morphing|calm down|ranger|saban|phrase|mech|not amused|cool story bro|go go|hyperforce|hyper force|catchphrase|brah|roleplayer|megazord|pen and paper|tude|sabans|shattered|zordon|saban's|hicks|zord|higgins|zords|thunderzord|cynical|one liner|shatteredgrid|shattered grid|pessimistic|oneliner|one-liner|in my day|pumpkin rapper|michael hicks|kyledhiggins|kyle higgins|GIF|Animated GIF
2ysVnYlKM9JkToHTzr,https://giphy.com/gifs/hyperrpg-game-reaction-2ysVnYlKM9JkToHTzr,806258,pg,4,3,2018,19:53:38,1,1,2000,00:00:00,game|reaction|movie|meme|sad|youtube|excited|angry|wow|reactions|live|black|marvel|mad|confused|memes|shocked|twitch|surprise|rpg|action|internet|online|upset|nerd|geek|comics|shock|surprised|dnd|why|hyper rpg|comic|nerds|d&d|nerdy|geeky|geeks|rage|emotion|hyperrpg|hero|frustrated|how|forever|hyper|stream|superhero|depressed|emotions|roleplaying|disappointed|hyper_rpg|woah|question|role playing|black panther|mcu|pissed|gm|amazed|interweb|confusion|questioning|game master|panthers|furious|dazed|panther|actions|heartbroken|bitter|startled|dungeon master|offended|blackpanther|flustered|puzzled|disappoint|baffled|outraged|bewildered|ify nwadiwe|ify|enraged|heated|nwadiwe|ifynwadiwe|befuddled|irritable|fluster|wakanda forever|vibranium|GIF|Animated GIF
QLwhnP6Yjpop8ZnxMf,https://giphy.com/gifs/hyperrpg-love-animation-QLwhnP6Yjpop8ZnxMf,801475,g,25,6,2018,04:37:43,1,1,2000,00:00:00,love|animation|anime|cute|happy|reaction|meme|excited|wow|reactions|heart|mrw|kawaii|memes|shocked|twitch|amazing|rpg|good|like|adorable|moon|fan|awesome|yay|nerd|geek|shock|joy|dnd|lost|great|hyper rpg|it|nerds|d&d|nerdy|geeky|geeks|sailor moon|hyperrpg|out|hyper|roleplaying|hyper_rpg|content|woah|awww|role playing|shook|loving|otaku|luv|freak|amazed|affection|heavy|shocking|fangirl|fantastic|amused|breath|cheerful|joyful|impressive|breathe|lose|freak out|breathing|fangirling|sailor|freaking out|guardian|scout|delighted|entertained|hart|sailormoon|magical girl|weeb|shooketh|freakin|devotion|affectionate|freaking|wuv|lose it|Heavy breathing|fan girl|lost it|markeia mccarty|mccarty|markeiamccarty|markeia|shaken|freakin out|viz media|sailor scout|sailormoonrpg|sailor guardian|GIF|Animated GIF
88i7CykZoQIpdMqjNR,https://giphy.com/gifs/hyperrpg-game-funny-88i7CykZoQIpdMqjNR,799945,g,24,3,2018,18:13:51,1,1,2000,00:00:00,game|funny|happy|reaction|meme|comedy|smile|excited|wow|reactions|fire|live|test|eyes|memes|shocked|twitch|rpg|good|like|action|internet|awesome|online|death|yay|dead|nerd|geek|explosion|eye|silly|player|joy|dnd|smiling|boom|great|hyper rpg|hilarious|nerds|d&d|nerdy|geeky|geeks|emotion|hyperrpg|job|drive|data|hyper|stream|mind|good job|emotions|die|roleplaying|hyper_rpg|content|zoom|woah|role playing|flame|explode|mind blown|rogue|improv|interweb|grin|shocking|fantastic|amused|dungeon|cheerful|inc|joyful|cameron|conspiracy|impressive|fountain|rice|volunteer|roguelike|actions|delighted|entertained|close up|grinning|medication|blown|analyst|rogue like|incorporated|paranoia|compliant|subject|roguelike01|hyper drive|hyperdrive|enhance|acceptance|accept|cameron rice|jurassicalien|the fountain|GIF|Animated GIF
l0MYs3tozi7kbW7Ac,https://giphy.com/gifs/hyperrpg-sure-eyeroll-l0MYs3tozi7kbW7Ac,797786,g,18,10,2016,21:14:59,1,1,2000,00:00:00,hyper rpg|eyeroll|sure|pfft|yeah okay|terra clarke olsen|terrasum|GIF|Animated GIF
