GifID,GIF URL,VIEWS,RATING,ULD,ULM,ULY,ULT,TRD,TRM,TRY,TRT,TAGS
xT4ApC4OYL2agKlV1C,https://giphy.com/gifs/hyperrpg-twitch-hyper-rpg-xT4ApC4OYL2agKlV1C,49114,pg-13,2,11,2017,22:32:57,1,1,2000,00:00:00,twitch|hyper rpg|question|boob|tide|hyper drive|department of spin|ischempp|GIF|Animated GIF
l4pT6bMlwPSJ0UcSs,https://giphy.com/gifs/hyperrpg-reaction-laugh-l4pT6bMlwPSJ0UcSs,49085,g,28,1,2018,03:24:38,1,1,2000,00:00:00,reaction|laugh|hyper rpg|hilarious|hyperrpg|laughter|hide|too much|no more|hyperdrive|cant even|lost it|hilarity|jay washington|mrjaywashington|GIF|Animated GIF
l1J9DMOvZpKG9Ow7e,https://giphy.com/gifs/hyperrpg-star-wars-hyper-rpg-l1J9DMOvZpKG9Ow7e,48980,pg,6,10,2017,23:56:26,1,1,2000,00:00:00,star wars|cry|hyper rpg|hyperrpg|vomit|pencils and parsecs|pencilsandparsecs|hector navarro|hectorisfunny|huuurgh|GIF|Animated GIF
5z0dDYrQtRAAMQ9fpu,https://giphy.com/gifs/hyperrpg-game-love-5z0dDYrQtRAAMQ9fpu,48913,g,29,4,2018,06:42:24,1,1,2000,00:00:00,game|love|happy|reaction|excited|reactions|pokemon|heart|nintendo|shocked|twitch|rpg|good|like|awesome|yay|nerd|geek|team|joy|dnd|great|rocket|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|job|drive|hyper|good job|cookie|roleplaying|hyper_rpg|content|role playing|loving|lucas|luv|affection|shocking|fantastic|amused|cheerful|joyful|impressive|delighted|entertained|hart|team rocket|eubank|hyper drive|hyperdrive|devotion|affectionate|wuv|ditto|heist|lucas eubank|lucaseuspank|GIF|Animated GIF
XJWfF5Eb9BMUO75dKK,https://giphy.com/gifs/hyperrpg-game-love-XJWfF5Eb9BMUO75dKK,48884,g,25,5,2018,06:46:43,1,1,2000,00:00:00,game|love|reaction|yes|reactions|heart|live|test|mrw|twitch|rpg|good|like|internet|online|nerd|okay|geek|player|dnd|hyper rpg|nerds|d&d|nerdy|geeky|geeks|yas|hyperrpg|data|hyper|jessica|stream|true|nod|agree|roleplaying|hyper_rpg|role playing|loving|fine|si|luv|yep|rogue|affection|improv|interweb|well done|dungeon|yasss|inc|conspiracy|impressive|yea|volunteer|roguelike|impressed|agreed|hart|medication|worth|worth it|analyst|rogue like|incorporated|compliant|subject|roguelike01|devotion|affectionate|affirmative|wuv|verdi|deserve|jessica lynn verdi|jessicaverdi|concur|dazzled|deserves it|GIF|Animated GIF
3ohs7Mp6vOHD1plZ04,https://giphy.com/gifs/hyperrpg-star-wars-twitch-3ohs7Mp6vOHD1plZ04,48651,g,10,11,2017,22:24:47,1,1,2000,00:00:00,reaction|star wars|twitch|rpg|stop|hyper rpg|hyperrpg|frustrated|gm|pencils and parsecs|pnp|edge of the empire|bert jennings|ninjanomics101|rubs eyes|GIF|Animated GIF
1oIoc1iNoDdAuQgHKr,https://giphy.com/gifs/hyperrpg-game-reaction-1oIoc1iNoDdAuQgHKr,48622,g,15,5,2018,04:31:05,1,1,2000,00:00:00,game|reaction|reactions|beer|confused|twitch|rpg|drunk|nerd|geek|dnd|you|rabbit|hyper rpg|alcohol|nerds|d&d|nerdy|really|geeky|geeks|thinking|interesting|hyperrpg|alex|hyper|not|think|roleplaying|hyper_rpg|role playing|sarcasm|do|sarcastic|dont|say|booze|confusion|trivia|dazed|oh really|go on|flustered|puzzled|hops|baffled|bewildered|onesie|kigurumi|befuddled|trivial|rly|triviahops|say that again|you dont say|team rabbit|teamrabbit|albrecht|alexalbrecht|alex albrecht|GIF|Animated GIF
1milBsWg5pcliaJssg,https://giphy.com/gifs/hyperrpg-twitch-hyper-rpg-1milBsWg5pcliaJssg,48591,g,16,7,2018,03:41:18,1,1,2000,00:00:00,game|reaction|horror|angry|reactions|mrw|creepy|scary|mad|twitch|rpg|upset|nerd|geek|player|punch|dnd|lost|spooky|hyper rpg|nerds|d&d|nerdy|geeky|geeks|rage|hyperrpg|frustrated|terror|hyper|poop|roleplaying|hyper_rpg|5|role playing|pissed|ten|kate|loser|10|five|candles|frustration|fury|crap|punching|furious|spoopy|lose|volume|bitter|offended|chimp|elliott|anthology|outraged|charley|enraged|heated|10 candles|10candles|tencandles|irritable|outrage|kate elliott|katerstweets|closetheloop|synchroneity|close the loop|what have i done|sore loser|volume 5|charley chimp|volume five|GIF|Animated GIF
3ov9k6qpGSQplT76p2,https://giphy.com/gifs/hyperrpg-3ov9k6qpGSQplT76p2,48564,pg,23,9,2017,19:00:09,1,1,2000,00:00:00,star wars|dj|hyper rpg|pencils and parsecs|droid|wookie|turn tables|dj battle|GIF|Animated GIF
xT0xemZKzdZ1zArqs8,https://giphy.com/gifs/hyperrpg-reaction-hyper-rpg-xT0xemZKzdZ1zArqs8,48500,g,8,12,2017,18:44:43,1,1,2000,00:00:00,reaction|rpg|hyper rpg|hyperrpg|nothing|zero|game master|zoe|nada|zip|zombie orpheus|motm|masters of the metaverse|matt vancil|mattvancil|you get nothing|zilch|GIF|Animated GIF
u49OlYLOoDwochtlb8,https://giphy.com/gifs/hyperrpg-game-loop-u49OlYLOoDwochtlb8,48480,g,5,7,2018,01:22:45,1,1,2000,00:00:00,game|loop|horror|80s|scary|twitch|rpg|nerd|geek|dnd|classic|annoyed|spooky|hyper rpg|nerds|d&d|nerdy|santa|geeky|geeks|hyperrpg|from|terror|hyper|roleplaying|hyper_rpg|role playing|cruz|tales|annoy|exasperated|santacruz|bloodcurdling|amblin|talesfromtheloop|tales from the loop|btfl|bloodcurdling tales from the loop|leanne|sheesh|janelsantacruz|janel|janel santa cruz|peeved|peeve|exasperate|rile|riled|GIF|Animated GIF
xT4ApxwVorOOizzbiw,https://giphy.com/gifs/hyperrpg-twitch-hyper-rpg-xT4ApxwVorOOizzbiw,48442,pg,2,11,2017,22:26:56,1,1,2000,00:00:00,twitch|rpg|mario|hyper rpg|vomit|puke|disgusted|yoshi|coin|hyper drive|karacorvus|GIF|Animated GIF
xT1R9PKdHHEAo1mkdG,https://giphy.com/gifs/hyperrpg-excited-twitch-xT1R9PKdHHEAo1mkdG,48418,g,9,1,2018,23:40:11,1,1,2000,00:00:00,excited|twitch|rpg|dnd|hyper rpg|hyperrpg|hype|ready|hyper_rpg|power rangers|lets go|chloe|saban|come at me|hyperforce|hyper force|pink ranger|strawburry17|meghan camarena|GIF|Animated GIF
xT4ApCHRA5zbLnnA5y,https://giphy.com/gifs/hyperrpg-twitch-xT4ApCHRA5zbLnnA5y,48379,pg,2,11,2017,23:10:46,1,1,2000,00:00:00,twitch|rpg|hyper rpg|idk|hyperrpg|secret|shh|shady|rin|be quiet|vanquished|valiant|stella chuu|stellachuuuuu|GIF|Animated GIF
3ohs7LD9MQ6sGdlNGE,https://giphy.com/gifs/hyperrpg-reaction-what-3ohs7LD9MQ6sGdlNGE,48341,g,7,11,2017,04:39:47,1,1,2000,00:00:00,reaction|what|surprise|hyper rpg|hyperrpg|cookie|no way|woah|mind blown|zac eubank|zaceubank|arentweclever|shyguyexpress|blown away|matt acevedo|lucas eubank|lucaseuspank|GIF|Animated GIF
xUOxeT8S17uBsNAZGM,https://giphy.com/gifs/hyperrpg-twitch-xUOxeT8S17uBsNAZGM,48329,g,22,11,2017,01:01:04,1,1,2000,00:00:00,twitch|rpg|dnd|hyper rpg|hyperrpg|power rangers|saban|hyper force|saved|black ranger|vesper|declaration|cristina vee|cristinavee|we are the power rangers|GIF|Animated GIF
26DMXcruzhj925Ghy,https://giphy.com/gifs/hyperrpg-game-reaction-26DMXcruzhj925Ghy,48301,g,8,2,2018,13:01:44,1,1,2000,00:00:00,game|reaction|live|twitch|rpg|internet|online|power|nerd|geek|react|big|and|dnd|up|thank you|you|thanks|go|nerds|d&d|nerdy|geeky|geeks|jack|hyperrpg|battle|paper|hyper|dice|stream|tabletop|kaiju|roll|die|roleplaying|power rangers|rolling|role playing|force|thomas|streaming|pen|interweb|rangers|level|thank|mecha|ranger|saban|mech|go go|hyperforce|hyper force|roleplayer|megazord|pen and paper|sabans|zordon|yellow ranger|saban's|zord|zords|powerup|thunderzord|paul schrier|schrierpaul|jack thomas|dealgoode|jack d thomas|GIF|Animated GIF
5QYoJS9yZiunb4qQzL,https://giphy.com/gifs/hyperrpg-love-animation-5QYoJS9yZiunb4qQzL,48281,g,12,6,2018,00:32:09,1,1,2000,00:00:00,love|animation|anime|reaction|meme|friends|youtube|reactions|heart|mrw|kawaii|memes|twitch|family|rpg|like|nerd|geek|club|friend|arrow|hyper rpg|friendship|nerds|nerdy|geeky|geeks|hearts|hyperrpg|matt|hyper|hyper_rpg|loving|greetings|otaku|luv|greeting|teamwork|affection|cupid|talk show|hart|weeb|pew|devotion|affectionate|wuv|shyguyexpress|matt acevedo|acevedo|love & friendship|hyperotaku|hyper otaku|anime club|cupids arrow|cupid's arrow|GIF|Animated GIF
nmJqGUyvGxV8YxT3bJ,https://giphy.com/gifs/hyperrpg-game-reaction-nmJqGUyvGxV8YxT3bJ,48260,g,8,8,2018,00:52:15,1,1,2000,00:00:00,game|happy|reaction|star wars|youtube|excited|wow|reactions|omg|live|mrw|star|shocked|twitch|surprise|amazing|rpg|good|internet|awesome|online|yay|nerd|geek|shock|surprised|oh|joy|and|empire|great|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|wars|hyper|stream|roleplaying|hyper_rpg|content|woah|role playing|rebels|snap|gm|amazed|omfg|pencils and parsecs|interweb|shocking|fantastic|amused|pnp|game master|cheerful|joyful|impressive|rebellion|excellent|oh snap|pencilsandparsecs|edge of the empire|scum|pencils|delighted|entertained|villainy|smugglers|parsecs|bert|pnp01|startled|ohh|got it|realization|ohhh|bert jennings|ninjanomics101|jennings|zomg|ohhhh|ohhhhh|realized|GIF|Animated GIF
2vkUyqTV6pjq1PvBWJ,https://giphy.com/gifs/hyperrpg-game-reaction-2vkUyqTV6pjq1PvBWJ,48255,g,5,5,2018,06:03:04,1,1,2000,00:00:00,game|reaction|fail|sad|reactions|twitch|rpg|nerd|geek|dnd|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|drive|hyper|roleplaying|hyper_rpg|emma|splash|role playing|wet|emma fyffe|emmafyffe|dang|hyper drive|hyperdrive|fyffe|soaked|water balloon|drenched|splish|GIF|Animated GIF
3ov9k4DIzSvKKWRAhq,https://giphy.com/gifs/hyperrpg-explosion-twitch-3ov9k4DIzSvKKWRAhq,48245,g,21,10,2017,03:07:02,1,1,2000,00:00:00,black|twitch|rpg|explosion|hyper rpg|hyperrpg|intro|power rangers|theme|introduction|saban|hyperforce|hyper force|theme song|vesper|cristina vee|cerberus|cristinavee|GIF|Animated GIF
d39Ml0m27VhB8PsLg5,https://giphy.com/gifs/hyperrpg-game-love-d39Ml0m27VhB8PsLg5,48115,g,1,6,2018,01:18:47,1,1,2000,00:00:00,game|love|happy|reaction|excited|wow|reactions|omg|heart|live|test|mrw|shocked|twitch|amazing|rpg|good|like|internet|awesome|online|yay|nerd|geek|shock|player|joy|dnd|great|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|job|oh my god|data|hyper|stream|good job|roleplaying|hyper_rpg|content|woah|role playing|loving|luv|amazed|omfg|rogue|affection|improv|interweb|shocking|fantastic|amused|dungeon|cheerful|inc|joyful|conspiracy|impressive|oh my|volunteer|roguelike|delighted|entertained|hart|medication|analyst|rogue like|incorporated|compliant|subject|roguelike01|devotion|affectionate|wuv|dunn|jillian|yall|zomg|jillian dunn|hippiejil|omg yall|GIF|Animated GIF
fs6jTJEZ5C1mICogUV,https://giphy.com/gifs/hyperrpg-game-reaction-fs6jTJEZ5C1mICogUV,48072,g,8,8,2018,01:53:07,1,1,2000,00:00:00,game|reaction|star wars|youtube|reactions|live|mrw|star|twitch|rpg|internet|online|nerd|geek|player|and|thank you|you|empire|thanks|welcome|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|wars|hyper|stream|roleplaying|hyper_rpg|proud|role playing|greetings|rebels|appreciation|greeting|confident|pencils and parsecs|interweb|praise|pnp|thank|rebellion|seth|pencilsandparsecs|edge of the empire|scum|pencils|bold|keith|villainy|smugglers|parsecs|satisfied|pnp01|cocky|gratitude|appreciate|youre welcome|self-assured|silverstein|keith silverstein|silvertalkie|klev|klev seth|you are welcome|GIF|Animated GIF
xUOxf3mJnGTENiKpr2,https://giphy.com/gifs/hyperrpg-twitch-xUOxf3mJnGTENiKpr2,48017,g,28,11,2017,23:43:12,1,1,2000,00:00:00,reaction|omg|twitch|rpg|oh|dnd|hyper rpg|my|hyperrpg|power rangers|eddie|oh my|saban|hyper force|goodness|blue ranger|oh my goodness|blacknerd|andre meadows|GIF|Animated GIF
xT9IgsIaJxGE9hcJA4,https://giphy.com/gifs/hyperrpg-reaction-what-xT9IgsIaJxGE9hcJA4,48004,g,2,10,2017,17:36:10,1,1,2000,00:00:00,reaction|what|confused|surprise|rpg|hyper rpg|huh|hyperrpg|wut|aha|hrpg|oregon trail|awooo|whatiskiss|oregon trail rpg|kesan|GIF|Animated GIF
BNaXn8hqbOOCG8wYJb,https://giphy.com/gifs/hyperrpg-game-reaction-BNaXn8hqbOOCG8wYJb,47971,g,5,6,2018,04:45:00,1,1,2000,00:00:00,game|reaction|meme|reactions|beer|mrw|memes|twitch|rpg|drunk|a|nerd|geek|big|dnd|hyper rpg|alcohol|nerds|d&d|nerdy|geeky|geeks|hyperrpg|hyper|f|roleplaying|hyper_rpg|everything|role playing|deal|is|embarrassed|booze|lie|ceo|trivia|zac|lying|overlord|not impressed|ashamed|flustered|hops|zac eubank|onesie|eubank|kigurumi|false|zaceubank|bfd|ceooverlord|ceo overlord|oversnort|trivial|big fing deal|triviahops|cake is a lie|everything is a lie|GIF|Animated GIF
3o6fJeVrHlp9Ypo3kc,https://giphy.com/gifs/hyperrpg-reaction-blue-3o6fJeVrHlp9Ypo3kc,47957,pg-13,28,11,2017,06:53:08,1,1,2000,00:00:00,reaction|blue|hyper rpg|hyperrpg|shut up|power rangers|guys|eddie|saban|hyperforce|blue ranger|blacknerd|you guys|sush|andre black nerd|GIF|Animated GIF
7JQRVkeso4QUz9P3Nl,https://giphy.com/gifs/hyperrpg-game-reaction-7JQRVkeso4QUz9P3Nl,47836,g,27,5,2018,23:23:35,1,1,2000,00:00:00,game|reaction|meme|horror|reactions|creepy|scary|memes|twitch|rpg|nerd|geek|player|dnd|the|deadpool|quote|spooky|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|cold|worried|terror|hyper|4|roleplaying|hyper_rpg|role playing|ten|10|four|candles|concerned|spoopy|worry|volume|concern|reference|anthology|effort|10 candles|tencandles|10candles|maximum|references|markeia mccarty|mccarty|markeia|markeiamccarty|volume four|volume 4|the cold|maximum effort|maximumeffort|GIF|Animated GIF
26wkyYkdw77Mwuvlu,https://giphy.com/gifs/hyperrpg-star-wars-awkward-26wkyYkdw77Mwuvlu,47805,g,17,1,2018,23:46:17,1,1,2000,00:00:00,reaction|star wars|twitch|awkward|gross|tongue|hyper rpg|hyper_rpg|cringe|pencils and parsecs|disgust|pnp|hector navarro|hectorisfunny|huuurgh|edge of empire|not interested|GIF|Animated GIF
xUOxf0g0H5lYnL0dlC,https://giphy.com/gifs/hyperrpg-what-surprised-xUOxf0g0H5lYnL0dlC,47722,g,28,11,2017,07:45:56,1,1,2000,00:00:00,dnd|hyper rpg|hyperrpg|incredible|incredulous|perception check|GIF|Animated GIF
pVBIq8iDUY9V4HJdZq,https://giphy.com/gifs/hyperrpg-game-reaction-pVBIq8iDUY9V4HJdZq,47497,g,29,5,2018,22:18:44,1,1,2000,00:00:00,game|happy|reaction|star wars|loop|youtube|excited|reactions|live|star|twitch|rpg|internet|online|nerd|geek|player|joy|and|empire|hyper rpg|nerds|d&d|nerdy|geeky|geeks|hyperrpg|mirror|wars|hyper|stream|roleplaying|hyper_rpg|content|joe|role playing|force|rebels|snap|looping|vision|reflection|pencils and parsecs|interweb|amused|pnp|cheerful|joyful|rebellion|pencilsandparsecs|edge of the empire|scum|eren|pencils|delighted|entertained|villainy|art gif|smugglers|last jedi|parsecs|pnp01|the force|dark side|val|starr|snapping|eren val|joe starr|darkside|joestarr187|reflect|mirroring|art gifs|light side|lightside|force vision|GIF|Animated GIF
5yohcZY3yNQjxE36IB,https://giphy.com/gifs/hyperrpg-game-reaction-5yohcZY3yNQjxE36IB,47431,pg-13,9,4,2018,03:12:21,1,1,2000,00:00:00,game|reaction|horror|angry|reactions|creepy|scary|mad|twitch|rpg|a|upset|nerd|me|geek|player|dnd|the|spooky|hyper rpg|2|nerds|d&d|nerdy|my|geeky|geeks|rage|emotion|hyperrpg|alone|frustrated|get|back|terror|hyper|emotions|off|roleplaying|hyper_rpg|role playing|pissed|ten|leave|10|candles|two|town|hector|navarro|furious|give|spoopy|hector navarro|leave me alone|volume|bitter|offended|hectorisfunny|anthology|outraged|enraged|heated|10 candles|10candles|tencandles|irritable|brake|the town|volume two|get off my back|get off my nuts|GIF|Animated GIF
3oxHQfPs6m2HLpPUOI,https://giphy.com/gifs/hyperrpg-reaction-hyper-rpg-3oxHQfPs6m2HLpPUOI,47417,g,4,12,2017,23:59:43,1,1,2000,00:00:00,reaction|rpg|hyper rpg|hyperrpg|popcorn|pencils and parsecs|curious|pnp|pencilsandparsecs|edge of the empire|entertained|entertain|star wars rpg|cameron rice|jurassicalien|fiddler|GIF|Animated GIF
xUOxf4vqoXteIavtmg,https://giphy.com/gifs/hyperrpg-star-wars-twitch-xUOxf4vqoXteIavtmg,47397,g,1,12,2017,22:33:12,1,1,2000,00:00:00,reaction|star wars|scared|twitch|scream|hyper rpg|hyperrpg|ah|yell|afraid|pencils and parsecs|pnp|edge of empire|cameron rice|jurassicalien|fiddler|GIF|Animated GIF
l378hgCSaLuvP4GOc,https://giphy.com/gifs/hyperrpg-star-wars-l378hgCSaLuvP4GOc,47385,g,25,9,2017,20:59:14,1,1,2000,00:00:00,star wars|surprise|rpg|shock|hyper rpg|hyperrpg|pencils and parsecs|threat|hrpg|kym canon|kymcanon|aio|star wars rpg|pencils & parsecs|fist punch|GIF|Animated GIF
xT0xeEwdcHU0H9cRGM,https://giphy.com/gifs/hyperrpg-reaction-nope-xT0xeEwdcHU0H9cRGM,47383,g,6,12,2017,05:42:14,1,1,2000,00:00:00,reaction|nope|dnd|hyper rpg|hyperrpg|amber|stay|side|perception check|ambulartastic|your side|GIF|Animated GIF
26gJAHLD5NVjGSY7e,https://giphy.com/gifs/hyperrpg-oh-no-hyper-rpg-shadowrun-26gJAHLD5NVjGSY7e,47338,g,25,8,2016,01:22:10,1,1,2000,00:00:00,rpg|hyper rpg|hyperrpg|oh no|roleplaying game|roleplaying|gm|shadowrun|fang|corpsins|corporate sins|jakidash|cheryl platz|shadowrun corporate sins|muppetaphrodite|claudiacult|GIF|Animated GIF
l4FGufO8K45nZ1m24,https://giphy.com/gifs/hyperrpg-dance-bear-l4FGufO8K45nZ1m24,47203,g,22,6,2017,03:38:05,1,1,2000,00:00:00,dance|bear|hyper rpg|zombie orpheus|metaverse|bear costume|james r dean|GIF|Animated GIF
pym8utHDaf4TYAmFbf,https://giphy.com/gifs/hyperrpg-game-reaction-pym8utHDaf4TYAmFbf,46886,g,11,5,2018,02:25:20,1,1,2000,00:00:00,game|reaction|no|angry|reactions|live|test|mad|confused|twitch|nope|rpg|like|internet|online|upset|nerd|geek|player|dnd|lost|why|gross|hyper rpg|it|nerds|d&d|nerdy|geeky|geeks|rage|hyperrpg|hate|frustrated|out|data|hyper|jessica|stream|break|no way|not|roleplaying|hyper_rpg|never|role playing|want|pissed|do|freak|rogue|disgusted|improv|disgust|interweb|do not want|confusion|breaking|dungeon|inc|fury|conspiracy|furious|rules|lose|freak out|dazed|volunteer|dislike|roguelike|freaking out|negative|bitter|offended|rule|medication|flustered|puzzled|analyst|groaning|rogue like|incorporated|abandon thread|compliant|subject|baffled|outraged|bewildered|roguelike01|freakin|enraged|heated|freaking|absolutely not|befuddled|irritable|verdi|brake|groan|nix|fluster|not at all|negatory|nauh|lose it|jessica lynn verdi|jessicaverdi|lost it|freakin out|why is this allowed|braking rules|rule braking|rulel breaking|GIF|Animated GIF
9VrJ1AFvG3afsidH5E,https://giphy.com/gifs/hyperrpg-game-reaction-9VrJ1AFvG3afsidH5E,46806,g,10,8,2018,04:43:31,1,1,2000,00:00:00,game|reaction|meme|angry|reactions|live|mrw|mad|memes|twitch|rpg|like|internet|online|upset|awkward|head|nerd|geek|big|dnd|the|gross|hyper rpg|nerds|d&d|nerdy|really|geeky|geeks|rage|hyperrpg|hate|data|hyper|f|stream|break|not|roleplaying|disappointed|hyper_rpg|zoom|role playing|want|pissed|deal|do|kelly|gm|unimpressed|embarrassed|rogue|disgusted|improv|disgust|interweb|do not want|eww|dungeon|game master|inc|fury|conspiracy|furious|meta|volunteer|dislike|roguelike|not impressed|try again|bitter|close up|dungeon master|offended|medication|ashamed|flustered|analyst|rogue like|incorporated|closeup|compliant|outraged|roguelike01|enraged|heated|enhance|irritable|bfd|brake|big fing deal|fourth wall|nugent|kellynugee|4th wall|kelly nugent|tryagain|look at camera|4thwall|fourthwall|you have got to be kidding me|looks at camera|got to be kidding me|GIF|Animated GIF
l378eQREqm5d0znO0,https://giphy.com/gifs/hyperrpg-hyper-rpg-l378eQREqm5d0znO0,46723,pg-13,14,9,2017,16:57:51,1,1,2000,00:00:00,game|meme|youtube|live|twitch|rpg|internet|online|nerd|geek|oh|hyper rpg|nerds|d&d|nerdy|really|geeky|geeks|hyperrpg|flirt|hyper|stream|roleplaying|hyper_rpg|role playing|interweb|tease|oh really|vanquished|valiant|tell me|hrpg|bashful|tell me more|coy|orly|o rly|danielle radford|hit on|danielleradford|hitter|skittish|GIF|Animated GIF
YkBKnJa47k2YhOGKQD,https://giphy.com/gifs/hyperrpg-game-reaction-YkBKnJa47k2YhOGKQD,46615,g,1,6,2018,02:18:14,1,1,2000,00:00:00,game|tv|cute|happy|reaction|television|wtf|excited|wow|what|reactions|doctor who|mrw|confused|shocked|twitch|surprise|bbc|rpg|adorable|awkward|nerd|okay|geek|shock|surprised|joy|dnd|please|hyper rpg|sassy|nerds|d&d|nerdy|geeky|geeks|hyperrpg|doctor|frustrated|hyper|roleplaying|hyper_rpg|content|emma|british|woah|dr|awww|role playing|wut|attitude|come on|try|sass|gm|dm|embarrassed|again|amazed|alright|who|frustration|confusion|amused|game master|cheerful|joyful|cheeky|dr who|dazed|delighted|repeat|entertained|try again|doctorwho|startled|dungeon master|ashamed|flustered|puzzled|emma fyffe|emmafyffe|baffled|bewildered|inappropriate|fyffe|befuddled|fluster|tude|phrasing|doctorwhorpg|GIF|Animated GIF
ksDqJRfXDW0HTAqfS9,https://giphy.com/gifs/hyperrpg-crit-fail-critical-failure-ksDqJRfXDW0HTAqfS9,46589,g,31,7,2018,22:43:04,1,1,2000,00:00:00,funny|reaction|meme|comedy|fail|star wars|sad|youtube|reactions|live|mrw|star|crying|memes|shocked|twitch|rpg|internet|cry|online|nerd|geek|shock|silly|player|and|empire|gross|hyper rpg|hilarious|nerds|d&d|nerdy|geeky|geeks|joke|hyperrpg|hate|frustrated|tears|wars|hyper|dice|stream|depressed|not|roll|roleplaying|disappointed|hyper_rpg|role playing|want|rebels|do|disgusted|critical|epic fail|stressed|pencils and parsecs|disgust|interweb|tear|do not want|hector|pnp|eww|navarro|failure|sobbing|rebellion|pencilsandparsecs|terrible|dislike|edge of the empire|scum|heartbroken|pencils|hector navarro|villainy|sob|smugglers|parsecs|pnp01|despair|sorrow|hectorisfunny|disappoint|melancholy|huuurgh|epicfail|somber|no good|sad panda|tearful|crit fail|critical fail|bad roll|critfail|crit failure|criticalfail|terrible roll|that is a bad one|thats a bad one|GIF|Animated GIF
xT1TTVLj81F8f5xvLW,https://giphy.com/gifs/hyperrpg-reaction-jack-xT1TTVLj81F8f5xvLW,46522,g,1,11,2017,04:36:18,1,1,2000,00:00:00,reaction|hyper rpg|jack|hyperrpg|power rangers|officer|saban|hyperforce|arrest|paul schrier|paulschrier|beat cop|serious under arrest|GIF|Animated GIF
26uf9eQ22uMjLOm6Q,https://giphy.com/gifs/hyperrpg-hyper-rpg-death-from-above-26uf9eQ22uMjLOm6Q,46495,g,20,8,2016,04:25:18,1,1,1970,00:00:00,hyper rpg|hyperrpg|battletech|death from above|strix|coryphee|no falling|GIF|Animated GIF
xThtafhlB8BA5Vitfa,https://giphy.com/gifs/hyperrpg-action-twitch-xThtafhlB8BA5Vitfa,46483,g,27,1,2018,21:09:55,1,1,2000,00:00:00,twitch|rpg|action|dnd|hyper rpg|friendship|high five|hyperrpg|good job|hyper_rpg|improv|nailed it|roguelike|rogue like|way to go|fives|dani fernandez|msdanifernandez|danielle radford|danielleradford|made by annamberg1|GIF|Animated GIF
3ohhwEvZilgnBliK1G,https://giphy.com/gifs/hyperrpg-twitch-3ohhwEvZilgnBliK1G,46316,pg-13,18,10,2017,23:16:19,1,1,2000,00:00:00,reaction|no|twitch|nope|rpg|hyper rpg|hyperrpg|shake head|vanquished|valiant|ify nwadiwe|dike|GIF|Animated GIF
l3vRbLHrx5VBAwOEE,https://giphy.com/gifs/hyperrpg-rabbit-hyper-rpg-valiant-l3vRbLHrx5VBAwOEE,46282,g,13,9,2016,03:58:16,1,1,2000,00:00:00,game|rpg|universe|rabbit|hyper rpg|hyperrpg|roleplaying|gm|overlord|vanquished|zac eubank|valiant|zaceubank|overgm|GIF|Animated GIF
3o7WIsjl7VsToDgpsA,https://giphy.com/gifs/hyperrpg-game-3o7WIsjl7VsToDgpsA,46125,g,8,2,2018,20:50:41,1,1,2000,00:00:00,game|reaction|youtube|live|twitch|rpg|internet|online|power|nerd|geek|react|big|and|dnd|youtuber|go|nerds|d&d|nerdy|geeky|geeks|hyperrpg|battle|paper|hyper|dice|stream|tabletop|kaiju|roll|die|roleplaying|power rangers|rolling|role playing|force|streaming|pen|chloe|interweb|rangers|meghan|mecha|ranger|saban|mech|go go|hyperforce|hyper force|roleplayer|megazord|pen and paper|pink ranger|sabans|zordon|saban's|zord|zords|thunderzord|strawburry17|meghan camarena|ashford|camarena|chloe ashford|GIF|Animated GIF
5jUweVjXaJODC808Oq,https://giphy.com/gifs/hyperrpg-game-reaction-5jUweVjXaJODC808Oq,46050,g,11,5,2018,02:23:46,1,1,2000,00:00:00,game|reaction|angry|reactions|live|test|mad|confused|twitch|rpg|like|internet|online|upset|nerd|geek|player|big|dnd|lost|why|gross|hyper rpg|it|nerds|d&d|nerdy|geeky|geeks|rage|hyperrpg|hate|frustrated|out|data|hyper|jessica|f|stream|not|roleplaying|hyper_rpg|role playing|want|pissed|deal|do|freak|embarrassed|rogue|disgusted|improv|disgust|interweb|do not want|confusion|dungeon|inc|fury|conspiracy|furious|lose|freak out|dazed|volunteer|dislike|roguelike|freaking out|not impressed|bitter|offended|medication|ashamed|flustered|puzzled|analyst|groaning|rogue like|incorporated|compliant|subject|baffled|outraged|bewildered|roguelike01|freakin|why me|enraged|heated|freaking|befuddled|irritable|verdi|bfd|groan|fluster|lose it|jessica lynn verdi|jessicaverdi|big fing deal|lost it|freakin out|GIF|Animated GIF
